/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/breathy/f7_arpeggios_breathy_o.wav,44100,1,310276,7.0357369614512475,female7,arpeggios,breathy,o
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/breathy/f7_arpeggios_breathy_i.wav,44100,1,336299,7.625827664399093,female7,arpeggios,breathy,i
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/breathy/f7_arpeggios_breathy_e.wav,44100,1,344306,7.8073922902494335,female7,arpeggios,breathy,e
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/breathy/f7_arpeggios_breathy_u.wav,44100,1,334297,7.580430839002267,female7,arpeggios,breathy,u
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/breathy/f7_arpeggios_breathy_a.wav,44100,1,326290,7.398866213151927,female7,arpeggios,breathy,a
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/belt/f7_arpeggios_belt_e.wav,44100,1,287412,6.517278911564626,female7,arpeggios,belt,e
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/belt/f7_arpeggios_belt_a.wav,44100,1,300393,6.811632653061224,female7,arpeggios,belt,a
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/belt/f7_arpeggios_belt_i.wav,44100,1,289267,6.559342403628118,female7,arpeggios,belt,i
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/belt/f7_arpeggios_belt_u.wav,44100,1,311519,7.063922902494331,female7,arpeggios,belt,u
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/belt/f7_arpeggios_belt_o.wav,44100,1,309664,7.021859410430839,female7,arpeggios,belt,o
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/straight/f7_arpeggios_straight_o.wav,44100,1,365159,8.280249433106576,female7,arpeggios,straight,o
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/straight/f7_arpeggios_straight_u.wav,44100,1,369640,8.381859410430838,female7,arpeggios,straight,u
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/straight/f7_arpeggios_straight_i.wav,44100,1,383081,8.686643990929705,female7,arpeggios,straight,i
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/straight/f7_arpeggios_straight_a.wav,44100,1,362919,8.229455782312925,female7,arpeggios,straight,a
/ext/projects/disentangle/datasets/vocalset/female7/arpeggios/straight/f7_arpeggios_straight_e.wav,44100,1,358439,8.127868480725624,female7,arpeggios,straight,e
